,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
930,steer,spencer,668715,stees001,steersp01,26323,2022.0,2023.0
931,waldichuk,ken,686610,waldk003,waldike01,27681,2022.0,2023.0
932,ruiz,esteury,665923,ruize001,ruizes01,21780,2022.0,2023.0
933,tarnok,freddy,676206,tarnf001,tarnofr01,23324,2022.0,2023.0
934,brito,jhony,666745,britj003,britojh01,25386,2023.0,2023.0
935,colás,oscar,693049,colao001,colasos01,30162,2023.0,2023.0
936,englert,mason,669438,englm001,englema01,22288,2023.0,2023.0
937,enright,jack,113860,enrij101,enrigja01,1003789,1917.0,1917.0
938,harris,hobie,665048,harrh001,harriho02,18615,2023.0,2023.0
939,hernandez,elier,609274,herne003,hernael02,13750,2022.0,2022.0
940,hernandez,jose,669796,hernj005,hernajo03,22318,2023.0,2023.0
941,herrin,tim,682120,herrt002,herriti01,25139,2023.0,2023.0
942,julks,corey,667452,julkc001,julksco01,20311,2023.0,2023.0
943,kelly,kevin,687330,kellk004,kellyke02,25679,2023.0,2023.0
944,lukes,nathan,664770,luken001,lukesna01,18123,2023.0,2023.0
945,noda,ryan,676116,nodar001,nodary01,23312,2023.0,2023.0
946,sanchez,freddy,408108,sancf001,sanchfr01,1624,2002.0,2011.0
947,sabol,blake,666165,sabob001,sabolbl01,25805,2023.0,2023.0
948,salazar,césar,663967,salac001,salazce01,21587,2023.0,2023.0
949,shuster,jared,694363,shusj001,shustja01,27472,2023.0,2023.0
950,young,norman,-1,,youngno01,-1,1944.0,1944.0
951,turang,brice,668930,turab002,turanbr02,22186,2023.0,2023.0
952,varland,gus,681402,varlg001,varlagu01,24737,2023.0,2023.0
953,volpe,anthony,683011,volpa001,volpean01,27647,2023.0,2023.0
954,walker,jordan,691023,walkj003,walkejo02,27475,2023.0,2023.0
955,ward,thaddeus,663658,wardt003,wardth01,21513,2023.0,2023.0
956,wisely,brett,689172,wiseb001,wiselbr01,27735,2023.0,2023.0
